model,pretrained,image_size,batch_size,epochs,learning_rate,val_split,num_workers,max_samples,best_epoch,best_val_top1,best_val_top5,last_train_top1,last_train_top5,last_val_top1,last_val_top5,device
resnet50,True,320,64,60,0.001,0.15,4,,60,0.764476,0.913504,0.541257,0.694962,0.764476,0.913504,cuda
