model,pretrained,image_size,batch_size,epochs,learning_rate,val_split,num_workers,max_samples,best_epoch,best_val_top1,best_val_top5,last_train_top1,last_train_top5,last_val_top1,last_val_top5,device
convnextv2_base,True,384,12,30,5e-06,0.15,4,,19,0.9175,0.9875,0.626877,0.82191,0.91375,0.9875,cuda
