model,pretrained,image_size,batch_size,epochs,learning_rate,val_split,num_workers,max_samples,best_epoch,best_val_top1,best_val_top5,last_train_top1,last_train_top5,last_val_top1,last_val_top5,device
convnextv2_base,True,448,8,30,5e-06,0.15,4,,19,0.9175,0.9875,0.615133,0.810743,0.90875,0.9825,cuda
