model,pretrained,image_size,batch_size,epochs,learning_rate,val_split,num_workers,max_samples,best_epoch,best_val_top1,best_val_top5,last_train_top1,last_train_top5,last_val_top1,last_val_top5,device
convnextv2_base,True,384,12,20,0.0001,0.15,4,,19,0.91375,0.97875,0.494032,0.687139,0.91375,0.97875,cuda
