model,pretrained,image_size,batch_size,epochs,learning_rate,val_split,num_workers,max_samples,best_epoch,best_val_top1,best_val_top5,last_train_top1,last_train_top5,last_val_top1,last_val_top5,device
eva02_base_patch14_448.mim_in22k_ft_in1k,True,448,96,40,5e-05,0.15,12,,38,0.846241,0.947547,0.604025,0.743655,0.846241,0.94765,cuda
