model,pretrained,image_size,batch_size,epochs,learning_rate,val_split,num_workers,max_samples,best_epoch,best_val_top1,best_val_top5,last_train_top1,last_train_top5,last_val_top1,last_val_top5,device
resnet50,True,224,16,5,0.0003,0.1,0,5000,5,0.216134,0.462709,0.854018,0.975132,0.216134,0.462709,mps
